,dist,temp,dTdP,pco20,gamma,popDeath,declineTime,peakPopList,carryCapList,anthroPopList,tempError,logGamma,logdTdP,logpco20,logpopDeath,logdeclineTime,logAnthroPop
981,1.065076923076923,326.99615384615385,3.971437872698465e-05,449459.379,0.0005460727074960388,0.1537806268,139089.77278284106,9.9983697,10.0,18312.579740258378,0.3898461538461788,-3.2627495287932726,-4.401052226959554,5.652690447407799,-0.8130983732719713,5.143295197660854,4.262749528793273
982,1.065076923076923,329.5602564102564,3.384383391208582e-05,531854.637,0.00046535271629118,0.1095308965,191346.40177131954,9.998798506,10.0,21489.076242423413,0.8477435897436294,-3.3322177467412857,-4.470520444907567,5.72579295001089,-0.9604633576569166,5.281820299821279,4.332217746741286
983,1.065076923076923,332.124358974359,3.0286385508299133e-05,599279.171,0.00041643780073911306,0.09322271286,238426.4641912729,9.999042237,10.0,24013.189922364247,0.44364102564099994,-3.380449855752993,-4.518752553919274,5.7776291832914035,-1.0304782628818177,5.377354458343226,4.3804498557529925
984,1.065076923076923,334.6884615384615,2.7096219550698042e-05,675370.967,0.0003725730188220981,0.08225049832,270022.86277434474,9.998986769,10.0,26840.37623447702,0.05053846153845143,-3.428788599254483,-4.567091297420764,5.829542387151176,-1.0848614621686188,5.431400537330752,4.428788599254482
985,1.065076923076923,337.25256410256407,2.3705979919394737e-05,778284.638,0.00032595722389167764,0.06157325915,352516.7783732152,9.999230577,10.0,30678.872155701047,0.09243589743596203,-3.486839389645949,-4.625142087812231,5.891138458307342,-1.2106078580473072,5.547179792480581,4.486839389645949
986,1.065076923076923,339.81666666666666,2.030489019609252e-05,920960.41,0.00027919224019627215,0.05627184171,433012.6623719231,9.999251627,10.0,35817.61438989135,0.6443333333333499,-3.5540966565602385,-4.69239935472652,5.9642409612629805,-1.2497088706750255,5.636500596394585,4.5540966565602385
987,1.065076923076923,342.3807692307692,1.8116765135829377e-05,1037712.851,0.0002491055206176539,0.03926666776,554317.0409701695,9.999415234,10.0,40143.63059961549,0.3172307692307754,-3.60361664762521,-4.741919345791492,6.016077195055146,-1.4059759521761697,5.743758230000635,4.60361664762521
988,1.065076923076923,344.9448717948718,1.6246626721446847e-05,1169473.536,0.00022339111741989412,0.03402721996,696688.2871891009,9.999555512,10.0,44764.537263151935,0.014128205128201898,-3.6509340994935475,-4.789236797659829,6.067990398612716,-1.4681735315198505,5.843038509182623,4.650934099493547
989,1.065076923076923,347.50897435897434,1.4251426949481496e-05,1350741.934,0.00019595712055537056,0.02885482213,799133.8407433623,9.999519207999999,10.0,51031.57247697133,0.19802564102565157,-3.707838950804303,-4.846141648970584,6.130572382815157,-1.5397815984718524,5.902619522027962,4.707838950804303
990,1.065076923076923,350.0730769230769,1.2527550363908219e-05,1556569.276,0.000172253817503738,0.02254092024,1052265.1820585765,9.999656362,10.0,58053.865771555356,0.3809230769231249,-3.7638311444424764,-4.902133842608758,6.192168453971323,-1.6470283577222151,6.022125200456362,4.763831144442476
991,1.065076923076923,352.6371794871795,1.12586272894217e-05,1754210.304,0.00015480612522954836,0.02321285597,1126592.8785001612,9.999585993999998,10.0,64596.927189876245,0.1548205128204927,-3.8102118595396552,-4.948514557705937,6.244081657668397,-1.6342714232792455,6.05176700161453,4.810211859539655
992,1.065076923076923,355.201282051282,1.0120700483512803e-05,1981088.17,0.00013915963164830102,0.01863952451,1405758.7525426222,9.999687858,10.0,71859.92001813471,0.009717948717991476,-3.856486729488418,-4.994789427654699,6.296903804610912,-1.7295651705934696,6.147910796196472,4.856486729488418
993,1.065076923076923,357.7653846153846,8.74325043298778e-06,2338947.072,0.00012021969345358199,0.01313032441,1893746.1851544555,9.999787182,10.0,83181.04723716584,0.8056153846154075,-3.9200243837670654,-5.058327081933347,6.3690203942766965,-1.881724543694802,6.27732177098537,4.920024383767065
994,1.065076923076923,360.32948717948716,8.065012069286012e-06,2572841.779,0.00011089391595268266,0.01299893218,1870857.4273930364,9.99971563,10.0,90176.27264841924,0.19751282051282715,-3.955092280186805,-5.0933949783530865,6.410413079401162,-1.886092322107075,6.272040692440828,4.955092280186805
995,1.065076923076923,362.8935897435897,7.134126359117338e-06,2971632.255,9.80942374378634e-05,0.01259452633,2390826.034736235,9.999802433000001,10.0,101942.78747856498,0.653410256410325,-4.0083565045715845,-5.146659202737866,6.472995063666593,-1.8998181613247036,6.378547976407387,5.0083565045715845
996,1.065076923076923,365.4576923076923,6.592642498392721e-06,3268795.48,9.064883435289991e-05,0.007676815232,2954410.4840973257,9.999840478,10.0,110315.81455388117,0.12530769230772876,-4.042637776095314,-5.180940474261596,6.514387748758387,-2.1148189120033503,6.470470835794268,5.042637776095314
997,1.065076923076923,368.02179487179484,5.869880087460524e-06,3773501.276,8.07108512025822e-05,0.00736719857,3170150.2065519183,9.99978775,10.0,123899.07739791086,0.6872051282051643,-4.093068072457677,-5.2313707706239585,6.5767445011830326,-2.132697624336365,6.501079840240205,5.093068072457677
998,1.065076923076923,370.58589743589744,5.444666117949043e-06,4150851.404,7.486415912179933e-05,0.009810417643,3712448.6608846625,9.999839309999999,10.0,133575.26641995163,0.2521025641025858,-4.125726049069426,-5.264028747235708,6.618137186383109,-2.0083125037118505,6.569660456547851,5.125726049069426
999,1.065076923076923,373.15,4.9488080079139594e-06,4677894.144,6.804611010881694e-05,0.005697402719,4784318.549374101,9.999867883,10.0,146959.17200863286,0.41900000000003956,-4.1671966964204055,-5.305499394586687,6.670050389940678,-2.244323081498562,6.679820088127024,5.1671966964204055
